=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.13 22:03:43 =~=~=~=~=~=~=~=~=~=~=~=
30,45,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
