OctaveIndex,OctaveValue,AdjustedOctaveValue,NoiseLevel,Timepoint,Frequency
5,-19,-26,80,41,100hz
6,-1,-1,70,41,100hz
7,5,15,70,41,100hz
2,-1,-1,100,42,100hz
3,-22,-22,85,42,100hz
4,-26,-31,85,42,100hz
5,-14,-19,80,42,100hz
6,-2,-3,70,42,100hz
7,3,9,70,42,100hz
2,-5,-7,100,43,100hz
3,-29,-29,85,43,100hz
4,-26,-31,85,43,100hz
5,-16,-22,80,43,100hz
6,-3,-5,70,43,100hz
7,5,15,70,43,100hz
2,-3,-4,100,44,100hz
3,-35,-35,85,44,100hz
4,-29,-34,85,44,100hz
5,-18,-25,80,44,100hz
6,0,0,70,44,100hz
7,7,21,70,44,100hz
2,4,6,100,45,100hz
3,-30,-30,85,45,100hz
4,-28,-33,85,45,100hz
5,-19,-26,80,45,100hz
6,-2,-3,70,45,100hz
7,4,12,70,45,100hz
2,14,21,100,46,100hz
3,-19,-19,85,46,100hz
4,-28,-33,85,46,100hz
5,-16,-22,80,46,100hz
6,4,6,70,46,100hz
7,5,15,70,46,100hz
2,10,15,100,47,100hz
3,-21,-21,85,47,100hz
4,-25,-30,85,47,100hz
5,-17,-23,80,47,100hz
6,-3,-5,70,47,100hz
7,8,24,70,47,100hz
2,11,16,100,48,100hz
3,-25,-25,85,48,100hz
4,-25,-30,85,48,100hz
5,-18,-25,80,48,100hz
6,-2,-3,70,48,100hz
7,5,15,70,48,100hz
2,10,15,100,49,100hz
3,-26,-26,85,49,100hz
4,-31,-37,85,49,100hz
5,-17,-23,80,49,100hz
6,-4,-6,70,49,100hz
7,4,12,70,49,100hz
2,9,13,100,50,100hz
3,-26,-26,85,50,100hz
4,-27,-32,85,50,100hz
5,-21,-29,80,50,100hz
6,-1,-1,70,50,100hz
7,5,15,70,50,100hz
2,12,27,100,51,100hz
3,-26,-39,85,51,100hz
4,-29,-52,85,51,100hz
5,-15,-31,80,51,100hz
6,-2,-5,70,51,100hz
7,7,31,70,51,100hz
2,12,27,100,52,100hz
3,-21,-31,85,52,100hz
4,-26,-46,85,52,100hz
5,-15,-31,80,52,100hz
6,-5,-12,70,52,100hz
7,6,27,70,52,100hz
2,13,29,100,53,100hz
3,-27,-40,85,53,100hz
4,-25,-45,85,53,100hz
5,-15,-31,80,53,100hz
6,-2,-5,70,53,100hz
7,4,18,70,53,100hz
2,15,33,100,54,100hz
3,-29,-43,85,54,100hz
4,-29,-52,85,54,100hz
5,-21,-44,80,54,100hz
6,-4,-10,70,54,100hz
7,4,18,70,54,100hz
2,5,11,100,55,100hz
3,-34,-51,85,55,100hz
4,-26,-46,85,55,100hz
5,-16,-33,80,55,100hz
6,2,5,70,55,100hz
7,5,22,70,55,100hz
2,11,24,100,56,100hz
3,-29,-43,85,56,100hz
4,-26,-46,85,56,100hz
5,-18,-37,80,56,100hz
6,-1,-2,70,56,100hz
7,6,27,70,56,100hz
2,11,24,100,57,100hz
3,-25,-37,85,57,100hz
4,-24,-43,85,57,100hz
5,-20,-42,80,57,100hz
6,-2,-5,70,57,100hz
7,3,13,70,57,100hz
2,12,27,100,58,100hz
3,-29,-43,85,58,100hz
4,-24,-43,85,58,100hz
5,-17,-35,80,58,100hz
6,-3,-7,70,58,100hz
7,2,9,70,58,100hz
2,9,20,100,59,100hz
3,-30,-45,85,59,100hz
4,-28,-50,85,59,100hz
5,-11,-23,80,59,100hz
6,3,7,70,59,100hz
7,0,0,70,59,100hz
2,5,11,100,60,100hz
3,-18,-27,85,60,100hz
4,-24,-43,85,60,100hz
5,-19,-39,80,60,100hz
6,-2,-5,70,60,100hz
7,1,4,70,60,100hz
2,1,2,100,61,100hz
3,-27,-40,85,61,100hz
4,-30,-54,85,61,100hz
5,-20,-42,80,61,100hz
6,-4,-10,70,61,100hz
7,3,13,70,61,100hz
2,8,18,100,62,100hz
3,-33,-49,85,62,100hz
4,-26,-46,85,62,100hz
5,-17,-35,80,62,100hz
6,-1,-2,70,62,100hz
7,6,27,70,62,100hz
2,11,24,100,63,100hz
3,-29,-43,85,63,100hz
4,-24,-43,85,63,100hz
5,-20,-42,80,63,100hz
6,-6,-15,70,63,100hz
7,2,9,70,63,100hz
2,10,22,100,64,100hz
3,-32,-48,85,64,100hz
4,-23,-41,85,64,100hz
5,-16,-33,80,64,100hz
6,-2,-5,70,64,100hz
7,4,18,70,64,100hz
2,10,22,100,65,100hz
3,-31,-46,85,65,100hz
4,-25,-45,85,65,100hz
5,-19,-39,80,65,100hz
6,-2,-5,70,65,100hz
7,6,27,70,65,100hz
2,8,18,100,66,100hz
3,-41,-61,85,66,100hz
4,-29,-52,85,66,100hz
5,-18,-37,80,66,100hz
6,2,5,70,66,100hz
7,6,27,70,66,100hz
2,10,22,100,67,100hz
3,-25,-37,85,67,100hz
4,-27,-48,85,67,100hz
5,-15,-31,80,67,100hz
6,1,2,70,67,100hz
7,5,22,70,67,100hz
2,10,22,100,68,100hz
3,-19,-28,85,68,100hz
4,-23,-41,85,68,100hz
5,-15,-31,80,68,100hz
6,-4,-10,70,68,100hz
7,4,18,70,68,100hz
2,12,27,100,69,100hz
3,-22,-33,85,69,100hz
4,-32,-57,85,69,100hz
5,-20,-42,80,69,100hz
6,-1,-2,70,69,100hz
7,3,13,70,69,100hz
2,10,22,100,70,100hz
3,-25,-37,85,70,100hz
4,-24,-43,85,70,100hz
5,-15,-31,80,70,100hz
6,1,2,70,70,100hz
7,6,27,70,70,100hz
2,11,24,100,71,100hz
3,-25,-37,85,71,100hz
4,-30,-54,85,71,100hz
5,-20,-42,80,71,100hz
6,-4,-10,70,71,100hz
7,4,18,70,71,100hz
2,11,24,100,72,100hz
3,-24,-36,85,72,100hz
4,-23,-41,85,72,100hz
5,-15,-31,80,72,100hz
6,-2,-5,70,72,100hz
7,4,18,70,72,100hz
2,9,20,100,73,100hz
3,-25,-37,85,73,100hz
4,-24,-43,85,73,100hz
5,-18,-37,80,73,100hz
6,-1,-2,70,73,100hz
7,6,27,70,73,100hz
2,11,24,100,74,100hz
3,-22,-33,85,74,100hz
4,-20,-36,85,74,100hz
5,-19,-39,80,74,100hz
6,-1,-2,70,74,100hz
7,4,18,70,74,100hz
2,13,29,100,75,100hz
3,-22,-33,85,75,100hz
4,-31,-55,85,75,100hz
5,-20,-42,80,75,100hz
6,3,7,70,75,100hz
7,5,22,70,75,100hz
2,7,15,100,76,100hz
3,-18,-27,85,76,100hz
4,-28,-50,85,76,100hz
5,-20,-42,80,76,100hz
6,0,0,70,76,100hz
7,3,13,70,76,100hz
2,4,9,100,77,100hz
3,-28,-42,85,77,100hz
4,-23,-41,85,77,100hz
5,-17,-35,80,77,100hz
6,-4,-10,70,77,100hz
7,7,31,70,77,100hz
2,11,24,100,78,100hz
3,-30,-45,85,78,100hz
4,-25,-45,85,78,100hz
5,-22,-46,80,78,100hz
6,-2,-5,70,78,100hz
7,6,27,70,78,100hz
2,10,22,100,79,100hz
3,-28,-42,85,79,100hz
4,-27,-48,85,79,100hz
5,-18,-37,80,79,100hz
6,-2,-5,70,79,100hz
7,6,27,70,79,100hz
2,7,15,100,80,100hz
3,-36,-54,85,80,100hz
4,-29,-52,85,80,100hz
5,-15,-31,80,80,100hz
6,1,2,70,80,100hz
7,5,22,70,80,100hz
2,9,20,100,81,100hz
3,-21,-31,85,81,100hz
4,-28,-50,85,81,100hz
5,-17,-35,80,81,100hz
6,-4,-10,70,81,100hz
7,6,27,70,81,100hz
2,10,22,100,82,100hz
3,-29,-43,85,82,100hz
4,-30,-54,85,82,100hz
5,-17,-35,80,82,100hz
6,-2,-5,70,82,100hz
7,7,31,70,82,100hz
2,12,27,100,83,100hz
3,-24,-36,85,83,100hz
4,-29,-52,85,83,100hz
5,-16,-33,80,83,100hz
6,0,0,70,83,100hz
7,6,27,70,83,100hz
2,11,24,100,84,100hz
3,-26,-39,85,84,100hz
4,-32,-57,85,84,100hz
5,-17,-35,80,84,100hz
6,-2,-5,70,84,100hz
7,6,27,70,84,100hz
2,12,27,100,85,100hz
3,-27,-40,85,85,100hz
4,-27,-48,85,85,100hz
5,-17,-35,80,85,100hz
6,0,0,70,85,100hz
7,5,22,70,85,100hz
2,10,22,100,86,100hz
3,-25,-37,85,86,100hz
4,-26,-46,85,86,100hz
5,-19,-39,80,86,100hz
6,-3,-7,70,86,100hz
7,4,18,70,86,100hz
2,8,18,100,87,100hz
3,-19,-28,85,87,100hz
4,-24,-43,85,87,100hz
5,-17,-35,80,87,100hz
6,-2,-5,70,87,100hz
7,4,18,70,87,100hz
2,5,11,100,88,100hz
3,-26,-39,85,88,100hz
4,-25,-45,85,88,100hz
5,-20,-42,80,88,100hz
6,-2,-5,70,88,100hz
7,4,18,70,88,100hz
2,-4,-9,100,89,100hz
3,-27,-40,85,89,100hz
4,-26,-46,85,89,100hz
5,-17,-35,80,89,100hz
6,0,0,70,89,100hz
7,4,18,70,89,100hz
2,5,11,100,90,100hz
3,-35,-52,85,90,100hz
4,-31,-55,85,90,100hz
5,-17,-35,80,90,100hz
6,-2,-5,70,90,100hz
7,4,18,70,90,100hz
2,10,22,100,91,100hz
3,-22,-33,85,91,100hz
4,-31,-55,85,91,100hz
5,-20,-42,80,91,100hz
6,-1,-2,70,91,100hz
7,4,18,70,91,100hz
2,10,22,100,92,100hz
3,-36,-54,85,92,100hz
4,-27,-48,85,92,100hz
5,-22,-46,80,92,100hz
6,-7,-17,70,92,100hz
7,5,22,70,92,100hz
2,-1,-2,100,93,100hz
3,-33,-49,85,93,100hz
4,-27,-48,85,93,100hz
5,-20,-42,80,93,100hz
6,-1,-2,70,93,100hz
7,7,31,70,93,100hz
2,-1,-2,100,94,100hz
3,-40,-60,85,94,100hz
4,-27,-48,85,94,100hz
5,-17,-35,80,94,100hz
6,-1,-2,70,94,100hz
7,4,18,70,94,100hz
2,0,0,100,95,100hz
3,-29,-43,85,95,100hz
4,-27,-48,85,95,100hz
5,-20,-42,80,95,100hz
6,-3,-7,70,95,100hz
7,6,27,70,95,100hz
2,13,29,100,96,100hz
3,-30,-45,85,96,100hz
4,-26,-46,85,96,100hz
5,-13,-27,80,96,100hz
6,-1,-2,70,96,100hz
7,3,13,70,96,100hz
2,11,24,100,97,100hz
3,-33,-49,85,97,100hz
4,-28,-50,85,97,100hz
5,-14,-29,80,97,100hz
6,0,0,70,97,100hz
7,6,27,70,97,100hz
2,13,29,100,98,100hz
3,-31,-46,85,98,100hz
4,-27,-48,85,98,100hz
5,-14,-29,80,98,100hz
6,-2,-5,70,98,100hz
7,4,18,70,98,100hz
2,14,31,100,99,100hz
3,-27,-40,85,99,100hz
4,-28,-50,85,99,100hz
5,-19,-39,80,99,100hz
6,-4,-10,70,99,100hz
7,4,18,70,99,100hz
2,12,27,100,100,100hz
3,-44,-66,85,100,100hz
4,-26,-46,85,100,100hz
5,-15,-31,80,100,100hz
6,-4,-10,70,100,100hz
7,3,13,70,100,100hz
2,8,18,100,101,100hz
3,-35,-52,85,101,100hz
4,-34,-61,85,101,100hz
5,-18,-37,80,101,100hz
6,-3,-7,70,101,100hz
7,4,18,70,101,100hz
2,5,11,100,102,100hz
3,-33,-49,85,102,100hz
4,-32,-57,85,102,100hz
5,-17,-35,80,102,100hz
6,-2,-5,70,102,100hz
7,3,13,70,102,100hz
2,11,24,100,103,100hz
3,-35,-52,85,103,100hz
4,-28,-50,85,103,100hz
5,-16,-33,80,103,100hz
6,-2,-5,70,103,100hz
7,6,27,70,103,100hz
2,9,20,100,104,100hz
3,-34,-51,85,104,100hz
4,-22,-39,85,104,100hz
5,-12,-25,80,104,100hz
6,2,5,70,104,100hz
7,0,0,70,104,100hz
2,11,24,100,105,100hz
3,-21,-31,85,105,100hz
4,-27,-48,85,105,100hz
5,-17,-35,80,105,100hz
6,-2,-5,70,105,100hz
7,7,31,70,105,100hz
2,10,22,100,106,100hz
3,-24,-36,85,106,100hz
4,-25,-45,85,106,100hz
5,-12,-25,80,106,100hz
6,-2,-5,70,106,100hz
7,5,22,70,106,100hz
2,12,27,100,107,100hz
3,-20,-30,85,107,100hz
4,-27,-48,85,107,100hz
5,-17,-35,80,107,100hz
6,0,0,70,107,100hz
7,6,27,70,107,100hz
2,12,27,100,108,100hz
3,-19,-28,85,108,100hz
4,-30,-54,85,108,100hz
5,-12,-25,80,108,100hz
6,-4,-10,70,108,100hz
7,5,22,70,108,100hz
2,12,27,100,109,100hz
3,-25,-37,85,109,100hz
4,-25,-45,85,109,100hz
5,-14,-29,80,109,100hz
6,-1,-2,70,109,100hz
7,4,18,70,109,100hz
2,11,24,100,110,100hz
3,-26,-39,85,110,100hz
4,-28,-50,85,110,100hz
5,-17,-35,80,110,100hz
6,-1,-2,70,110,100hz
7,6,27,70,110,100hz
2,13,29,100,111,100hz
3,-23,-34,85,111,100hz
4,-26,-46,85,111,100hz
5,-15,-31,80,111,100hz
6,-2,-5,70,111,100hz
7,5,22,70,111,100hz
2,10,22,100,112,100hz
3,-20,-30,85,112,100hz
4,-31,-55,85,112,100hz
5,-17,-35,80,112,100hz
6,0,0,70,112,100hz
7,3,13,70,112,100hz
2,10,22,100,113,100hz
3,-22,-33,85,113,100hz
4,-26,-46,85,113,100hz
5,-19,-39,80,113,100hz
6,-2,-5,70,113,100hz
7,5,22,70,113,100hz
2,11,24,100,114,100hz
3,-20,-30,85,114,100hz
4,-28,-50,85,114,100hz
5,-19,-39,80,114,100hz
6,-2,-5,70,114,100hz
7,8,36,70,114,100hz
2,10,22,100,115,100hz
3,-21,-31,85,115,100hz
4,-22,-39,85,115,100hz
5,-16,-33,80,115,100hz
6,0,0,70,115,100hz
7,5,22,70,115,100hz
2,1,2,100,116,100hz
3,-25,-37,85,116,100hz
4,-27,-48,85,116,100hz
5,-19,-39,80,116,100hz
6,1,2,70,116,100hz
7,4,18,70,116,100hz
2,12,27,100,117,100hz
3,-22,-33,85,117,100hz
4,-33,-59,85,117,100hz
5,-21,-44,80,117,100hz
6,-4,-10,70,117,100hz
7,2,9,70,117,100hz
2,14,31,100,118,100hz
3,-27,-40,85,118,100hz
4,-29,-52,85,118,100hz
5,-18,-37,80,118,100hz
6,-5,-12,70,118,100hz
7,5,22,70,118,100hz
2,7,15,100,119,100hz
3,-29,-43,85,119,100hz
4,-30,-54,85,119,100hz
5,-16,-33,80,119,100hz
6,-1,-2,70,119,100hz
7,6,27,70,119,100hz
2,13,29,100,120,100hz
3,-33,-49,85,120,100hz
4,-28,-50,85,120,100hz
5,-16,-33,80,120,100hz
6,-3,-7,70,120,100hz
7,4,18,70,120,100hz
2,12,27,100,121,100hz
3,-34,-51,85,121,100hz
4,-26,-46,85,121,100hz
5,-20,-42,80,121,100hz
6,-4,-10,70,121,100hz
7,6,27,70,121,100hz
2,2,4,100,122,100hz
3,-27,-40,85,122,100hz
4,-31,-55,85,122,100hz
5,-15,-31,80,122,100hz
6,-3,-7,70,122,100hz
7,4,18,70,122,100hz
2,13,29,100,123,100hz
3,-30,-45,85,123,100hz
4,-30,-54,85,123,100hz
5,-20,-42,80,123,100hz
6,-2,-5,70,123,100hz
7,4,18,70,123,100hz
2,14,31,100,124,100hz
3,-28,-42,85,124,100hz
4,-32,-57,85,124,100hz
5,-16,-33,80,124,100hz
6,-2,-5,70,124,100hz
7,4,18,70,124,100hz
2,14,31,100,125,100hz
3,-35,-52,85,125,100hz
4,-26,-46,85,125,100hz
5,-22,-46,80,125,100hz
6,-5,-12,70,125,100hz
7,5,22,70,125,100hz
2,8,18,100,126,100hz
3,-29,-43,85,126,100hz
4,-25,-45,85,126,100hz
5,-17,-35,80,126,100hz
6,-6,-15,70,126,100hz
7,3,13,70,126,100hz
2,6,13,100,127,100hz
3,-27,-40,85,127,100hz
4,-32,-57,85,127,100hz
5,-16,-33,80,127,100hz
6,1,2,70,127,100hz
7,2,9,70,127,100hz
2,10,22,100,128,100hz
3,-24,-36,85,128,100hz
4,-28,-50,85,128,100hz
5,-16,-33,80,128,100hz
6,-1,-2,70,128,100hz
7,4,18,70,128,100hz
2,9,20,100,129,100hz
3,-26,-39,85,129,100hz
4,-23,-41,85,129,100hz
5,-18,-37,80,129,100hz
6,-1,-2,70,129,100hz
7,6,27,70,129,100hz
2,11,24,100,130,100hz
3,-19,-28,85,130,100hz
4,-25,-45,85,130,100hz
5,-18,-37,80,130,100hz
6,0,0,70,130,100hz
7,4,18,70,130,100hz
2,8,18,100,131,100hz
3,-27,-40,85,131,100hz
4,-30,-54,85,131,100hz
5,-16,-33,80,131,100hz
6,4,10,70,131,100hz
7,6,27,70,131,100hz
2,-3,-6,100,132,100hz
3,-22,-33,85,132,100hz
4,-26,-46,85,132,100hz
5,-16,-33,80,132,100hz
6,2,5,70,132,100hz
7,4,18,70,132,100hz
2,9,20,100,133,100hz
3,-30,-45,85,133,100hz
4,-29,-52,85,133,100hz
5,-19,-39,80,133,100hz
6,0,0,70,133,100hz
7,6,27,70,133,100hz
2,11,24,100,134,100hz
3,-24,-36,85,134,100hz
4,-24,-43,85,134,100hz
5,-17,-35,80,134,100hz
6,1,2,70,134,100hz
7,6,27,70,134,100hz
2,11,24,100,135,100hz
3,-23,-34,85,135,100hz
4,-30,-54,85,135,100hz
5,-18,-37,80,135,100hz
6,-3,-7,70,135,100hz
7,4,18,70,135,100hz
2,10,22,100,136,100hz
3,-27,-40,85,136,100hz
4,-26,-46,85,136,100hz
5,-19,-39,80,136,100hz
6,0,0,70,136,100hz
7,6,27,70,136,100hz
2,9,20,100,137,100hz
3,-27,-40,85,137,100hz
4,-25,-45,85,137,100hz
5,-14,-29,80,137,100hz
6,-3,-7,70,137,100hz
7,6,27,70,137,100hz
2,0,0,100,138,100hz
3,-21,-31,85,138,100hz
4,-26,-46,85,138,100hz
5,-14,-29,80,138,100hz
6,-1,-2,70,138,100hz
7,5,22,70,138,100hz
2,2,4,100,139,100hz
3,-30,-45,85,139,100hz
4,-26,-46,85,139,100hz
5,-18,-37,80,139,100hz
6,-4,-10,70,139,100hz
7,5,22,70,139,100hz
2,8,18,100,140,100hz
3,-27,-40,85,140,100hz
4,-25,-45,85,140,100hz
5,-17,-35,80,140,100hz
6,-2,-5,70,140,100hz
7,5,22,70,140,100hz
2,13,29,100,141,100hz
3,-27,-40,85,141,100hz
4,-26,-46,85,141,100hz
5,-21,-44,80,141,100hz
6,-2,-5,70,141,100hz
7,3,13,70,141,100hz
2,12,27,100,142,100hz
3,-28,-42,85,142,100hz
4,-29,-52,85,142,100hz
5,-17,-35,80,142,100hz
6,-3,-7,70,142,100hz
7,2,9,70,142,100hz
2,12,27,100,143,100hz
3,-28,-42,85,143,100hz
4,-23,-41,85,143,100hz
5,-11,-23,80,143,100hz
6,-4,-10,70,143,100hz
7,5,22,70,143,100hz
2,10,22,100,144,100hz
3,-30,-45,85,144,100hz
4,-31,-55,85,144,100hz
5,-15,-31,80,144,100hz
6,-4,-10,70,144,100hz
7,7,31,70,144,100hz
2,0,0,100,145,100hz
3,-28,-42,85,145,100hz
4,-27,-48,85,145,100hz
5,-20,-42,80,145,100hz
6,-5,-12,70,145,100hz
7,3,13,70,145,100hz
2,10,22,100,146,100hz
3,-31,-46,85,146,100hz
4,-24,-43,85,146,100hz
5,-17,-35,80,146,100hz
6,-3,-7,70,146,100hz
7,7,31,70,146,100hz
2,5,11,100,147,100hz
3,-24,-36,85,147,100hz
4,-27,-48,85,147,100hz
5,-16,-33,80,147,100hz
6,-3,-7,70,147,100hz
7,4,18,70,147,100hz
2,9,20,100,148,100hz
3,-32,-48,85,148,100hz
4,-25,-45,85,148,100hz
5,26,54,80,148,100hz
6,34,86,70,148,100hz
7,20,90,70,148,100hz
2,9,20,100,149,100hz
3,-25,-37,85,149,100hz
4,-28,-50,85,149,100hz
5,-17,-35,80,149,100hz
6,-2,-5,70,149,100hz
7,4,18,70,149,100hz
2,10,22,100,150,100hz
3,-23,-34,85,150,100hz
4,-30,-54,85,150,100hz
5,-18,-37,80,150,100hz
6,0,0,70,150,100hz
7,6,27,70,150,100hz
2,10,22,100,151,100hz
3,-24,-36,85,151,100hz
4,-24,-43,85,151,100hz
5,-17,-35,80,151,100hz
6,0,0,70,151,100hz
7,6,27,70,151,100hz
2,8,18,100,152,100hz
3,-19,-28,85,152,100hz
4,-26,-46,85,152,100hz
5,-18,-37,80,152,100hz
6,-2,-5,70,152,100hz
7,5,22,70,152,100hz
2,6,13,100,153,100hz
3,-21,-31,85,153,100hz
4,-26,-46,85,153,100hz
5,-18,-37,80,153,100hz
6,-3,-7,70,153,100hz
7,3,13,70,153,100hz
2,-2,-4,100,154,100hz
3,-24,-36,85,154,100hz
4,-7,-12,85,154,100hz
5,4,8,80,154,100hz
6,3,7,70,154,100hz
7,6,27,70,154,100hz
2,12,27,100,155,100hz
3,-18,-27,85,155,100hz
4,-19,-34,85,155,100hz
5,-12,-25,80,155,100hz
6,1,2,70,155,100hz
7,7,31,70,155,100hz
2,-25,-37,100,1,15000hz
3,-35,-35,85,1,15000hz
4,-29,-34,85,1,15000hz
5,-13,-18,80,1,15000hz
6,-4,-6,70,1,15000hz
7,65,195,70,1,15000hz
2,-36,-54,100,2,15000hz
3,-29,-29,85,2,15000hz
4,-24,-28,85,2,15000hz
5,-17,-23,80,2,15000hz
6,-2,-3,70,2,15000hz
7,65,195,70,2,15000hz
2,-30,-45,100,3,15000hz
3,-30,-30,85,3,15000hz
4,-26,-31,85,3,15000hz
5,-18,-25,80,3,15000hz
6,-1,-1,70,3,15000hz
7,64,192,70,3,15000hz
2,-32,-48,100,4,15000hz
3,-32,-32,85,4,15000hz
4,-25,-30,85,4,15000hz
5,-16,-22,80,4,15000hz
6,-1,-1,70,4,15000hz
7,63,189,70,4,15000hz
2,-28,-42,100,5,15000hz
3,-33,-33,85,5,15000hz
4,-29,-34,85,5,15000hz
5,-16,-22,80,5,15000hz
6,-4,-6,70,5,15000hz
7,62,186,70,5,15000hz
2,-32,-48,100,6,15000hz
3,-25,-25,85,6,15000hz
4,-34,-40,85,6,15000hz
5,-18,-25,80,6,15000hz
6,-6,-10,70,6,15000hz
7,62,186,70,6,15000hz
2,-26,-39,100,7,15000hz
3,-28,-28,85,7,15000hz
4,-30,-36,85,7,15000hz
5,-20,-28,80,7,15000hz
6,0,0,70,7,15000hz
7,62,186,70,7,15000hz
2,-34,-51,100,8,15000hz
3,-33,-33,85,8,15000hz
4,-25,-30,85,8,15000hz
5,-19,-26,80,8,15000hz
6,0,0,70,8,15000hz
7,62,186,70,8,15000hz
2,-32,-48,100,9,15000hz
3,-25,-25,85,9,15000hz
4,-23,-27,85,9,15000hz
5,-18,-25,80,9,15000hz
6,-6,-10,70,9,15000hz
7,63,189,70,9,15000hz
2,-26,-39,100,10,15000hz
3,-31,-31,85,10,15000hz
4,-25,-30,85,10,15000hz
5,-21,-29,80,10,15000hz
6,-1,-1,70,10,15000hz
7,63,189,70,10,15000hz
2,-30,-45,100,11,15000hz
3,-35,-35,85,11,15000hz
4,-31,-37,85,11,15000hz
5,-17,-23,80,11,15000hz
6,-1,-1,70,11,15000hz
7,63,189,70,11,15000hz
2,-33,-49,100,12,15000hz
3,-33,-33,85,12,15000hz
4,-27,-32,85,12,15000hz
5,-24,-33,80,12,15000hz
6,-6,-10,70,12,15000hz
7,63,189,70,12,15000hz
2,-28,-42,100,13,15000hz
3,-32,-32,85,13,15000hz
4,-29,-34,85,13,15000hz
5,-18,-25,80,13,15000hz
6,-5,-8,70,13,15000hz
7,62,186,70,13,15000hz
2,-22,-33,100,14,15000hz
3,-28,-28,85,14,15000hz
4,-27,-32,85,14,15000hz
5,-18,-25,80,14,15000hz
6,1,1,70,14,15000hz
7,63,189,70,14,15000hz
2,-22,-33,100,15,15000hz
3,-32,-32,85,15,15000hz
4,-29,-34,85,15,15000hz
5,-15,-21,80,15,15000hz
6,0,0,70,15,15000hz
7,63,189,70,15,15000hz
2,-19,-28,100,16,15000hz
3,-30,-30,85,16,15000hz
4,-30,-36,85,16,15000hz
5,-19,-26,80,16,15000hz
6,0,0,70,16,15000hz
7,62,186,70,16,15000hz
2,-35,-52,100,17,15000hz
3,-32,-32,85,17,15000hz
4,-22,-26,85,17,15000hz
5,-14,-19,80,17,15000hz
6,-2,-3,70,17,15000hz
7,62,186,70,17,15000hz
2,-34,-51,100,18,15000hz
3,-26,-26,85,18,15000hz
4,-26,-31,85,18,15000hz
5,-20,-28,80,18,15000hz
6,0,0,70,18,15000hz
7,61,183,70,18,15000hz
2,-26,-39,100,19,15000hz
3,-27,-27,85,19,15000hz
4,-29,-34,85,19,15000hz
5,-16,-22,80,19,15000hz
6,-3,-5,70,19,15000hz
7,61,183,70,19,15000hz
2,-36,-54,100,20,15000hz
3,-28,-28,85,20,15000hz
4,-29,-34,85,20,15000hz
5,-24,-33,80,20,15000hz
6,-3,-5,70,20,15000hz
7,62,186,70,20,15000hz
2,-31,-46,100,21,15000hz
3,-25,-25,85,21,15000hz
4,-28,-33,85,21,15000hz
5,-19,-26,80,21,15000hz
6,-1,-1,70,21,15000hz
7,62,186,70,21,15000hz
2,-40,-60,100,22,15000hz
3,-31,-31,85,22,15000hz
4,-23,-27,85,22,15000hz
5,-12,-16,80,22,15000hz
6,1,1,70,22,15000hz
7,64,192,70,22,15000hz
2,-24,-36,100,23,15000hz
3,-27,-27,85,23,15000hz
4,-34,-40,85,23,15000hz
5,-15,-21,80,23,15000hz
6,-1,-1,70,23,15000hz
7,63,189,70,23,15000hz
2,-28,-42,100,24,15000hz
3,-23,-23,85,24,15000hz
4,-27,-32,85,24,15000hz
5,-21,-29,80,24,15000hz
6,-2,-3,70,24,15000hz
7,64,192,70,24,15000hz
2,-27,-40,100,25,15000hz
3,-20,-20,85,25,15000hz
4,-31,-37,85,25,15000hz
5,-18,-25,80,25,15000hz
6,-4,-6,70,25,15000hz
7,65,195,70,25,15000hz
2,-27,-40,100,26,15000hz
3,-26,-26,85,26,15000hz
4,-28,-33,85,26,15000hz
5,-18,-25,80,26,15000hz
6,2,3,70,26,15000hz
7,65,195,70,26,15000hz
2,-36,-54,100,27,15000hz
3,-22,-22,85,27,15000hz
4,-21,-25,85,27,15000hz
5,-18,-25,80,27,15000hz
6,-3,-5,70,27,15000hz
7,65,195,70,27,15000hz
2,-27,-40,100,28,15000hz
3,-24,-24,85,28,15000hz
4,-27,-32,85,28,15000hz
5,-16,-22,80,28,15000hz
6,-3,-5,70,28,15000hz
7,62,186,70,28,15000hz
2,-32,-48,100,29,15000hz
3,-30,-30,85,29,15000hz
4,-24,-28,85,29,15000hz
5,-15,-21,80,29,15000hz
6,0,0,70,29,15000hz
7,62,186,70,29,15000hz
2,-25,-37,100,30,15000hz
3,-30,-30,85,30,15000hz
4,-23,-27,85,30,15000hz
5,-21,-29,80,30,15000hz
6,-2,-3,70,30,15000hz
7,68,204,70,30,15000hz
2,-32,-48,100,31,15000hz
3,-24,-24,85,31,15000hz
4,-31,-37,85,31,15000hz
5,-16,-22,80,31,15000hz
6,4,6,70,31,15000hz
7,66,198,70,31,15000hz
2,-23,-34,100,32,15000hz
3,-26,-26,85,32,15000hz
4,-23,-27,85,32,15000hz
5,-20,-28,80,32,15000hz
6,-2,-3,70,32,15000hz
7,63,189,70,32,15000hz
2,-33,-49,100,33,15000hz
3,-31,-31,85,33,15000hz
4,-24,-28,85,33,15000hz
5,-20,-28,80,33,15000hz
6,3,5,70,33,15000hz
7,62,186,70,33,15000hz
2,-29,-43,100,34,15000hz
3,-26,-26,85,34,15000hz
4,-26,-31,85,34,15000hz
5,-18,-25,80,34,15000hz
6,-2,-3,70,34,15000hz
7,60,180,70,34,15000hz
2,-28,-42,100,35,15000hz
3,-26,-26,85,35,15000hz
4,-28,-33,85,35,15000hz
5,-17,-23,80,35,15000hz
6,-1,-1,70,35,15000hz
