OctaveIndex,OctaveValue,AdjustedOctaveValue,NoiseLevel,Timepoint,Frequency
7,9,40,70,93,2000hz
2,-31,-69,100,94,2000hz
3,-26,-39,85,94,2000hz
4,89,160,85,94,2000hz
5,1,2,80,94,2000hz
6,3,7,70,94,2000hz
7,6,27,70,94,2000hz
2,-27,-60,100,95,2000hz
3,-27,-40,85,95,2000hz
4,89,160,85,95,2000hz
5,1,2,80,95,2000hz
6,0,0,70,95,2000hz
7,2,9,70,95,2000hz
2,-21,-47,100,96,2000hz
3,-24,-36,85,96,2000hz
4,88,158,85,96,2000hz
5,-1,-2,80,96,2000hz
6,-3,-7,70,96,2000hz
7,7,31,70,96,2000hz
2,-32,-72,100,97,2000hz
3,-32,-48,85,97,2000hz
4,88,158,85,97,2000hz
5,1,2,80,97,2000hz
6,1,2,70,97,2000hz
7,3,13,70,97,2000hz
2,-31,-69,100,98,2000hz
3,-37,-55,85,98,2000hz
4,88,158,85,98,2000hz
5,2,4,80,98,2000hz
6,-3,-7,70,98,2000hz
7,2,9,70,98,2000hz
2,-32,-72,100,99,2000hz
3,-37,-55,85,99,2000hz
4,88,158,85,99,2000hz
5,-1,-2,80,99,2000hz
6,0,0,70,99,2000hz
7,6,27,70,99,2000hz
2,-30,-67,100,100,2000hz
3,-28,-42,85,100,2000hz
4,88,158,85,100,2000hz
5,1,2,80,100,2000hz
6,-3,-7,70,100,2000hz
7,4,18,70,100,2000hz
2,-32,-72,100,101,2000hz
3,-29,-43,85,101,2000hz
4,88,158,85,101,2000hz
5,0,0,80,101,2000hz
6,-3,-7,70,101,2000hz
7,5,22,70,101,2000hz
2,-31,-69,100,102,2000hz
3,-36,-54,85,102,2000hz
4,88,158,85,102,2000hz
5,7,14,80,102,2000hz
6,-3,-7,70,102,2000hz
7,4,18,70,102,2000hz
2,-33,-74,100,103,2000hz
3,-29,-43,85,103,2000hz
4,88,158,85,103,2000hz
5,-1,-2,80,103,2000hz
6,-2,-5,70,103,2000hz
7,4,18,70,103,2000hz
2,-32,-72,100,104,2000hz
3,-28,-42,85,104,2000hz
4,87,156,85,104,2000hz
5,-5,-10,80,104,2000hz
6,-5,-12,70,104,2000hz
7,6,27,70,104,2000hz
2,-20,-45,100,105,2000hz
3,-25,-37,85,105,2000hz
4,87,156,85,105,2000hz
5,2,4,80,105,2000hz
6,1,2,70,105,2000hz
7,6,27,70,105,2000hz
2,-26,-58,100,106,2000hz
3,-32,-48,85,106,2000hz
4,87,156,85,106,2000hz
5,1,2,80,106,2000hz
6,1,2,70,106,2000hz
7,6,27,70,106,2000hz
2,-37,-83,100,107,2000hz
3,-23,-34,85,107,2000hz
4,87,156,85,107,2000hz
5,0,0,80,107,2000hz
6,-3,-7,70,107,2000hz
7,8,36,70,107,2000hz
2,-39,-87,100,108,2000hz
3,-28,-42,85,108,2000hz
4,87,156,85,108,2000hz
5,-2,-4,80,108,2000hz
6,-5,-12,70,108,2000hz
7,5,22,70,108,2000hz
2,-30,-67,100,109,2000hz
3,-35,-52,85,109,2000hz
4,87,156,85,109,2000hz
5,-4,-8,80,109,2000hz
6,-1,-2,70,109,2000hz
7,4,18,70,109,2000hz
2,-30,-67,100,110,2000hz
3,-27,-40,85,110,2000hz
4,87,156,85,110,2000hz
5,0,0,80,110,2000hz
6,-3,-7,70,110,2000hz
7,5,22,70,110,2000hz
2,-40,-90,100,111,2000hz
3,-27,-40,85,111,2000hz
4,87,156,85,111,2000hz
5,2,4,80,111,2000hz
6,0,0,70,111,2000hz
7,3,13,70,111,2000hz
2,-24,-54,100,112,2000hz
3,-27,-40,85,112,2000hz
4,87,156,85,112,2000hz
5,-2,-4,80,112,2000hz
6,-1,-2,70,112,2000hz
7,7,31,70,112,2000hz
2,-30,-67,100,113,2000hz
3,-31,-46,85,113,2000hz
4,87,156,85,113,2000hz
5,1,2,80,113,2000hz
6,-5,-12,70,113,2000hz
7,2,9,70,113,2000hz
2,-26,-58,100,114,2000hz
3,-31,-46,85,114,2000hz
4,87,156,85,114,2000hz
5,-3,-6,80,114,2000hz
6,-1,-2,70,114,2000hz
7,7,31,70,114,2000hz
2,-37,-83,100,115,2000hz
3,-31,-46,85,115,2000hz
4,87,156,85,115,2000hz
5,-7,-14,80,115,2000hz
6,-1,-2,70,115,2000hz
7,3,13,70,115,2000hz
2,-31,-69,100,116,2000hz
3,-19,-28,85,116,2000hz
4,87,156,85,116,2000hz
5,1,2,80,116,2000hz
6,-3,-7,70,116,2000hz
7,3,13,70,116,2000hz
2,-23,-51,100,117,2000hz
3,-31,-46,85,117,2000hz
4,87,156,85,117,2000hz
5,-1,-2,80,117,2000hz
6,-3,-7,70,117,2000hz
7,3,13,70,117,2000hz
2,-36,-81,100,118,2000hz
3,-30,-45,85,118,2000hz
4,87,156,85,118,2000hz
5,-3,-6,80,118,2000hz
6,-4,-10,70,118,2000hz
7,3,13,70,118,2000hz
2,-27,-60,100,119,2000hz
3,-32,-48,85,119,2000hz
4,87,156,85,119,2000hz
5,-6,-12,80,119,2000hz
6,1,2,70,119,2000hz
7,6,27,70,119,2000hz
2,-28,-63,100,120,2000hz
3,-34,-51,85,120,2000hz
4,87,156,85,120,2000hz
5,-3,-6,80,120,2000hz
6,-2,-5,70,120,2000hz
7,4,18,70,120,2000hz
2,-30,-67,100,121,2000hz
3,-34,-51,85,121,2000hz
4,87,156,85,121,2000hz
5,1,2,80,121,2000hz
6,-4,-10,70,121,2000hz
7,5,22,70,121,2000hz
2,-31,-69,100,122,2000hz
3,-25,-37,85,122,2000hz
4,87,156,85,122,2000hz
5,-3,-6,80,122,2000hz
6,-2,-5,70,122,2000hz
7,3,13,70,122,2000hz
2,-20,-45,100,123,2000hz
3,-22,-33,85,123,2000hz
4,87,156,85,123,2000hz
5,-6,-12,80,123,2000hz
6,-1,-2,70,123,2000hz
7,7,31,70,123,2000hz
2,-22,-33,100,1,5000hz
3,-23,-23,85,1,5000hz
4,-25,-30,85,1,5000hz
5,-1,-1,80,1,5000hz
6,92,156,70,1,5000hz
7,5,15,70,1,5000hz
2,-32,-48,100,2,5000hz
3,-32,-32,85,2,5000hz
4,-26,-31,85,2,5000hz
5,-2,-2,80,2,5000hz
6,91,154,70,2,5000hz
7,6,18,70,2,5000hz
2,-30,-45,100,3,5000hz
3,-21,-21,85,3,5000hz
4,-29,-34,85,3,5000hz
5,-3,-4,80,3,5000hz
6,91,154,70,3,5000hz
7,6,18,70,3,5000hz
2,-27,-40,100,4,5000hz
3,-23,-23,85,4,5000hz
4,-27,-32,85,4,5000hz
5,-5,-7,80,4,5000hz
6,91,154,70,4,5000hz
7,5,15,70,4,5000hz
2,-32,-48,100,5,5000hz
3,-25,-25,85,5,5000hz
4,-19,-22,85,5,5000hz
5,25,35,80,5,5000hz
6,93,158,70,5,5000hz
7,15,45,70,5,5000hz
2,-28,-42,100,6,5000hz
3,-29,-29,85,6,5000hz
4,-31,-37,85,6,5000hz
5,-1,-1,80,6,5000hz
6,95,161,70,6,5000hz
7,5,15,70,6,5000hz
2,-25,-37,100,7,5000hz
3,-32,-32,85,7,5000hz
4,-28,-33,85,7,5000hz
5,1,1,80,7,5000hz
6,95,161,70,7,5000hz
7,5,15,70,7,5000hz
2,-31,-46,100,8,5000hz
3,-26,-26,85,8,5000hz
4,-27,-32,85,8,5000hz
5,0,0,80,8,5000hz
6,97,164,70,8,5000hz
7,6,18,70,8,5000hz
2,-38,-57,100,9,5000hz
3,-27,-27,85,9,5000hz
4,-18,-21,85,9,5000hz
5,1,1,80,9,5000hz
6,98,166,70,9,5000hz
7,5,15,70,9,5000hz
2,-23,-34,100,10,5000hz
3,-25,-25,85,10,5000hz
4,-24,-28,85,10,5000hz
5,6,8,80,10,5000hz
6,98,166,70,10,5000hz
7,5,15,70,10,5000hz
2,-38,-57,100,11,5000hz
3,-32,-32,85,11,5000hz
4,-29,-34,85,11,5000hz
5,2,2,80,11,5000hz
6,99,168,70,11,5000hz
7,5,15,70,11,5000hz
2,-35,-52,100,12,5000hz
3,-24,-24,85,12,5000hz
4,-29,-34,85,12,5000hz
5,1,1,80,12,5000hz
6,98,166,70,12,5000hz
7,3,9,70,12,5000hz
2,-33,-49,100,13,5000hz
3,-37,-37,85,13,5000hz
4,-33,-39,85,13,5000hz
5,4,5,80,13,5000hz
6,98,166,70,13,5000hz
7,6,18,70,13,5000hz
2,-33,-49,100,14,5000hz
3,-28,-28,85,14,5000hz
4,-30,-36,85,14,5000hz
5,-3,-4,80,14,5000hz
6,97,164,70,14,5000hz
7,8,24,70,14,5000hz
2,-27,-40,100,15,5000hz
3,-32,-32,85,15,5000hz
4,-22,-26,85,15,5000hz
5,0,0,80,15,5000hz
6,97,164,70,15,5000hz
7,5,15,70,15,5000hz
2,-24,-36,100,16,5000hz
3,-28,-28,85,16,5000hz
4,-20,-24,85,16,5000hz
5,0,0,80,16,5000hz
6,97,164,70,16,5000hz
7,4,12,70,16,5000hz
2,-27,-40,100,17,5000hz
3,-29,-29,85,17,5000hz
4,-29,-34,85,17,5000hz
5,-1,-1,80,17,5000hz
6,95,161,70,17,5000hz
7,5,15,70,17,5000hz
2,-32,-48,100,18,5000hz
3,-33,-33,85,18,5000hz
4,-29,-34,85,18,5000hz
5,0,0,80,18,5000hz
6,94,159,70,18,5000hz
7,5,15,70,18,5000hz
2,-37,-55,100,19,5000hz
3,-20,-20,85,19,5000hz
4,-28,-33,85,19,5000hz
5,2,2,80,19,5000hz
6,94,159,70,19,5000hz
7,1,3,70,19,5000hz
2,-42,-63,100,20,5000hz
3,-26,-26,85,20,5000hz
4,-26,-31,85,20,5000hz
5,-3,-4,80,20,5000hz
6,94,159,70,20,5000hz
7,3,9,70,20,5000hz
2,-36,-54,100,21,5000hz
3,-31,-31,85,21,5000hz
4,-29,-34,85,21,5000hz
5,1,1,80,21,5000hz
6,95,161,70,21,5000hz
7,6,18,70,21,5000hz
2,-25,-37,100,22,5000hz
3,-27,-27,85,22,5000hz
4,-32,-38,85,22,5000hz
5,2,2,80,22,5000hz
6,96,163,70,22,5000hz
7,4,12,70,22,5000hz
2,-27,-40,100,23,5000hz
3,-24,-24,85,23,5000hz
4,-26,-31,85,23,5000hz
5,0,0,80,23,5000hz
6,95,161,70,23,5000hz
7,6,18,70,23,5000hz
2,-31,-46,100,24,5000hz
3,-35,-35,85,24,5000hz
4,-30,-36,85,24,5000hz
5,0,0,80,24,5000hz
6,94,159,70,24,5000hz
7,6,18,70,24,5000hz
2,-35,-52,100,25,5000hz
3,-26,-26,85,25,5000hz
4,-24,-28,85,25,5000hz
5,3,4,80,25,5000hz
6,94,159,70,25,5000hz
7,6,18,70,25,5000hz
2,-31,-46,100,26,5000hz
3,-32,-32,85,26,5000hz
4,-32,-38,85,26,5000hz
5,-1,-1,80,26,5000hz
6,95,161,70,26,5000hz
7,4,12,70,26,5000hz
2,-25,-37,100,27,5000hz
3,-30,-30,85,27,5000hz
4,-26,-31,85,27,5000hz
5,3,4,80,27,5000hz
6,95,161,70,27,5000hz
7,4,12,70,27,5000hz
2,-31,-46,100,28,5000hz
3,-28,-28,85,28,5000hz
4,-28,-33,85,28,5000hz
5,-1,-1,80,28,5000hz
6,95,161,70,28,5000hz
7,4,12,70,28,5000hz
2,-29,-43,100,29,5000hz
3,-25,-25,85,29,5000hz
4,-29,-34,85,29,5000hz
5,1,1,80,29,5000hz
6,94,159,70,29,5000hz
7,4,12,70,29,5000hz
2,-21,-31,100,30,5000hz
3,-25,-25,85,30,5000hz
4,-26,-31,85,30,5000hz
5,-2,-2,80,30,5000hz
6,94,159,70,30,5000hz
7,5,15,70,30,5000hz
2,-32,-48,100,31,5000hz
3,-27,-27,85,31,5000hz
4,-28,-33,85,31,5000hz
5,-2,-2,80,31,5000hz
6,94,159,70,31,5000hz
7,6,18,70,31,5000hz
2,-32,-48,100,32,5000hz
3,-30,-30,85,32,5000hz
4,-27,-32,85,32,5000hz
5,-2,-2,80,32,5000hz
6,94,159,70,32,5000hz
7,5,15,70,32,5000hz
2,-28,-42,100,33,5000hz
3,-26,-26,85,33,5000hz
4,-31,-37,85,33,5000hz
5,0,0,80,33,5000hz
6,94,159,70,33,5000hz
7,5,15,70,33,5000hz
2,-37,-55,100,34,5000hz
3,-26,-26,85,34,5000hz
4,-25,-30,85,34,5000hz
5,-3,-4,80,34,5000hz
6,94,159,70,34,5000hz
7,6,18,70,34,5000hz
2,-27,-40,100,35,5000hz
3,-27,-27,85,35,5000hz
4,-26,-31,85,35,5000hz
5,-3,-4,80,35,5000hz
6,94,159,70,35,5000hz
7,5,15,70,35,5000hz
2,-29,-43,100,36,5000hz
3,-26,-26,85,36,5000hz
4,-29,-34,85,36,5000hz
5,-3,-4,80,36,5000hz
6,95,161,70,36,5000hz
7,8,24,70,36,5000hz
2,-32,-48,100,37,5000hz
3,-26,-26,85,37,5000hz
4,-24,-28,85,37,5000hz
5,-2,-2,80,37,5000hz
6,95,161,70,37,5000hz
7,4,12,70,37,5000hz
2,-25,-37,100,38,5000hz
3,-26,-26,85,38,5000hz
4,-23,-27,85,38,5000hz
5,1,1,80,38,5000hz
6,95,161,70,38,5000hz
7,7,21,70,38,5000hz
2,-37,-55,100,39,5000hz
3,-19,-19,85,39,5000hz
4,-28,-33,85,39,5000hz
5,-3,-4,80,39,5000hz
6,95,161,70,39,5000hz
7,1,3,70,39,5000hz
2,-29,-43,100,40,5000hz
3,-26,-26,85,40,5000hz
4,-29,-34,85,40,5000hz
5,-3,-4,80,40,5000hz
6,95,161,70,40,5000hz
7,0,0,70,40,5000hz
2,-23,-34,100,41,5000hz
3,-33,-33,85,41,5000hz
4,-26,-31,85,41,5000hz
5,-1,-1,80,41,5000hz
6,95,161,70,41,5000hz
7,4,12,70,41,5000hz
2,-27,-40,100,42,5000hz
3,-36,-36,85,42,5000hz
4,-27,-32,85,42,5000hz
5,-2,-2,80,42,5000hz
6,94,159,70,42,5000hz
7,7,21,70,42,5000hz
2,-30,-45,100,43,5000hz
3,-37,-37,85,43,5000hz
4,-26,-31,85,43,5000hz
5,-4,-5,80,43,5000hz
6,94,159,70,43,5000hz
7,4,12,70,43,5000hz
2,-32,-48,100,44,5000hz
3,-29,-29,85,44,5000hz
4,-27,-32,85,44,5000hz
5,-3,-4,80,44,5000hz
6,94,159,70,44,5000hz
7,8,24,70,44,5000hz
2,-25,-37,100,45,5000hz
3,-26,-26,85,45,5000hz
4,-26,-31,85,45,5000hz
5,0,0,80,45,5000hz
6,94,159,70,45,5000hz
7,8,24,70,45,5000hz
2,-21,-31,100,46,5000hz
3,-26,-26,85,46,5000hz
4,-24,-28,85,46,5000hz
5,-3,-4,80,46,5000hz
6,94,159,70,46,5000hz
7,3,9,70,46,5000hz
2,-30,-45,100,47,5000hz
3,-30,-30,85,47,5000hz
4,-28,-33,85,47,5000hz
5,-2,-2,80,47,5000hz
6,94,159,70,47,5000hz
7,7,21,70,47,5000hz
2,-31,-46,100,48,5000hz
3,-31,-31,85,48,5000hz
4,-27,-32,85,48,5000hz
5,-2,-2,80,48,5000hz
6,94,159,70,48,5000hz
7,5,15,70,48,5000hz
2,-34,-51,100,49,5000hz
3,-36,-36,85,49,5000hz
4,-24,-28,85,49,5000hz
5,-2,-2,80,49,5000hz
6,94,159,70,49,5000hz
7,3,9,70,49,5000hz
2,-32,-48,100,50,5000hz
3,-32,-32,85,50,5000hz
4,-25,-30,85,50,5000hz
5,-3,-4,80,50,5000hz
6,94,159,70,50,5000hz
7,3,9,70,50,5000hz
2,-31,-69,100,51,5000hz
3,-26,-39,85,51,5000hz
4,-28,-50,85,51,5000hz
5,-1,-2,80,51,5000hz
6,94,239,70,51,5000hz
7,5,22,70,51,5000hz
2,-42,-94,100,52,5000hz
3,-26,-39,85,52,5000hz
4,-23,-41,85,52,5000hz
5,1,2,80,52,5000hz
6,94,239,70,52,5000hz
7,4,18,70,52,5000hz
2,-32,-72,100,53,5000hz
3,-34,-51,85,53,5000hz
4,-27,-48,85,53,5000hz
5,1,2,80,53,5000hz
6,94,239,70,53,5000hz
7,6,27,70,53,5000hz
2,-32,-72,100,54,5000hz
3,-29,-43,85,54,5000hz
4,-29,-52,85,54,5000hz
5,-5,-10,80,54,5000hz
6,94,239,70,54,5000hz
7,6,27,70,54,5000hz
2,-32,-72,100,55,5000hz
3,-31,-46,85,55,5000hz
4,-33,-59,85,55,5000hz
5,0,0,80,55,5000hz
6,94,239,70,55,5000hz
7,5,22,70,55,5000hz
2,-34,-76,100,56,5000hz
3,-30,-45,85,56,5000hz
4,-28,-50,85,56,5000hz
5,-2,-4,80,56,5000hz
6,95,242,70,56,5000hz
7,4,18,70,56,5000hz
2,-34,-76,100,57,5000hz
3,-33,-49,85,57,5000hz
4,-28,-50,85,57,5000hz
5,-5,-10,80,57,5000hz
6,95,242,70,57,5000hz
7,4,18,70,57,5000hz
2,-26,-58,100,58,5000hz
3,-26,-39,85,58,5000hz
4,-27,-48,85,58,5000hz
5,1,2,80,58,5000hz
6,95,242,70,58,5000hz
7,2,9,70,58,5000hz
2,-33,-74,100,59,5000hz
3,-28,-42,85,59,5000hz
4,-25,-45,85,59,5000hz
5,-1,-2,80,59,5000hz
6,95,242,70,59,5000hz
7,4,18,70,59,5000hz
2,-36,-81,100,60,5000hz
3,-24,-36,85,60,5000hz
4,-25,-45,85,60,5000hz
5,-2,-4,80,60,5000hz
6,95,242,70,60,5000hz
7,7,31,70,60,5000hz
2,-32,-72,100,61,5000hz
3,-28,-42,85,61,5000hz
4,-26,-46,85,61,5000hz
5,-6,-12,80,61,5000hz
6,95,242,70,61,5000hz
7,8,36,70,61,5000hz
2,-29,-65,100,62,5000hz
3,-27,-40,85,62,5000hz
4,-25,-45,85,62,5000hz
5,4,8,80,62,5000hz
6,95,242,70,62,5000hz
7,6,27,70,62,5000hz
2,-40,-90,100,63,5000hz
3,-24,-36,85,63,5000hz
4,-30,-54,85,63,5000hz
5,0,0,80,63,5000hz
6,96,244,70,63,5000hz
7,4,18,70,63,5000hz
2,-34,-76,100,64,5000hz
3,-25,-37,85,64,5000hz
4,-27,-48,85,64,5000hz
5,0,0,80,64,5000hz
6,96,244,70,64,5000hz
7,3,13,70,64,5000hz
2,-41,-92,100,65,5000hz
3,-25,-37,85,65,5000hz
4,-36,-64,85,65,5000hz
5,2,4,80,65,5000hz
6,96,244,70,65,5000hz
7,3,13,70,65,5000hz
2,-25,-56,100,66,5000hz
3,-28,-42,85,66,5000hz
4,-32,-57,85,66,5000hz
5,1,2,80,66,5000hz
6,97,247,70,66,5000hz
7,4,18,70,66,5000hz
2,-28,-63,100,67,5000hz
3,-28,-42,85,67,5000hz
4,-26,-46,85,67,5000hz
5,0,0,80,67,5000hz
6,97,247,70,67,5000hz
7,5,22,70,67,5000hz
2,-30,-67,100,68,5000hz
3,-30,-45,85,68,5000hz
4,-31,-55,85,68,5000hz
5,3,6,80,68,5000hz
6,98,249,70,68,5000hz
7,7,31,70,68,5000hz
2,-28,-63,100,69,5000hz
3,-26,-39,85,69,5000hz
4,-23,-41,85,69,5000hz
5,1,2,80,69,5000hz
6,98,249,70,69,5000hz
7,7,31,70,69,5000hz
2,-32,-72,100,70,5000hz
3,-22,-33,85,70,5000hz
4,-26,-46,85,70,5000hz
5,0,0,80,70,5000hz
6,98,249,70,70,5000hz
7,7,31,70,70,5000hz
2,-36,-81,100,71,5000hz
3,-27,-40,85,71,5000hz
4,-26,-46,85,71,5000hz
5,1,2,80,71,5000hz
6,97,247,70,71,5000hz
7,5,22,70,71,5000hz
2,-23,-51,100,72,5000hz
3,-33,-49,85,72,5000hz
4,-27,-48,85,72,5000hz
5,3,6,80,72,5000hz
6,95,242,70,72,5000hz
7,5,22,70,72,5000hz
2,-17,-38,100,73,5000hz
3,-21,-31,85,73,5000hz
4,-25,-45,85,73,5000hz
5,-3,-6,80,73,5000hz
6,92,234,70,73,5000hz
7,6,27,70,73,5000hz
2,-25,-56,100,74,5000hz
3,-35,-52,85,74,5000hz
4,-25,-45,85,74,5000hz
5,-3,-6,80,74,5000hz
6,86,219,70,74,5000hz
7,3,13,70,74,5000hz
2,-32,-72,100,75,5000hz
3,-25,-37,85,75,5000hz
4,-29,-52,85,75,5000hz
5,-1,-2,80,75,5000hz
6,91,232,70,75,5000hz
7,6,27,70,75,5000hz
2,-34,-76,100,76,5000hz
3,-34,-51,85,76,5000hz
4,-26,-46,85,76,5000hz
5,-3,-6,80,76,5000hz
6,91,232,70,76,5000hz
7,3,13,70,76,5000hz
2,-33,-74,100,77,5000hz
3,-30,-45,85,77,5000hz
4,-27,-48,85,77,5000hz
5,1,2,80,77,5000hz
6,93,237,70,77,5000hz
7,4,18,70,77,5000hz
2,-26,-58,100,78,5000hz
3,-27,-40,85,78,5000hz
4,-26,-46,85,78,5000hz
5,-1,-2,80,78,5000hz
6,94,239,70,78,5000hz
7,5,22,70,78,5000hz
2,-33,-74,100,79,5000hz
3,-25,-37,85,79,5000hz
4,-29,-52,85,79,5000hz
5,2,4,80,79,5000hz
6,93,237,70,79,5000hz
7,7,31,70,79,5000hz
2,-30,-67,100,80,5000hz
3,-26,-39,85,80,5000hz
4,-31,-55,85,80,5000hz
5,-4,-8,80,80,5000hz
6,91,232,70,80,5000hz
7,5,22,70,80,5000hz
2,-29,-65,100,81,5000hz
3,-23,-34,85,81,5000hz
4,-24,-43,85,81,5000hz
5,-3,-6,80,81,5000hz
6,92,234,70,81,5000hz
7,5,22,70,81,5000hz
2,-26,-58,100,82,5000hz
3,-28,-42,85,82,5000hz
4,-28,-50,85,82,5000hz
5,-2,-4,80,82,5000hz
6,93,237,70,82,5000hz
7,6,27,70,82,5000hz
2,-26,-58,100,83,5000hz
3,-28,-42,85,83,5000hz
4,-27,-48,85,83,5000hz
5,-1,-2,80,83,5000hz
6,92,234,70,83,5000hz
7,2,9,70,83,5000hz
2,-37,-83,100,84,5000hz
3,-27,-40,85,84,5000hz
4,-26,-46,85,84,5000hz
5,-1,-2,80,84,5000hz
6,93,237,70,84,5000hz
7,0,0,70,84,5000hz
2,-26,-58,100,85,5000hz
3,-27,-40,85,85,5000hz
4,-33,-59,85,85,5000hz
5,-2,-4,80,85,5000hz
6,92,234,70,85,5000hz
7,4,18,70,85,5000hz
2,-34,-76,100,86,5000hz
3,-28,-42,85,86,5000hz
4,-29,-52,85,86,5000hz
5,0,0,80,86,5000hz
6,92,234,70,86,5000hz
7,6,27,70,86,5000hz
2,-32,-72,100,87,5000hz
3,-24,-36,85,87,5000hz
4,-27,-48,85,87,5000hz
5,-4,-8,80,87,5000hz
6,94,239,70,87,5000hz
7,6,27,70,87,5000hz
2,-35,-78,100,88,5000hz
3,-33,-49,85,88,5000hz
4,-29,-52,85,88,5000hz
5,-2,-4,80,88,5000hz
6,94,239,70,88,5000hz
7,5,22,70,88,5000hz
2,-31,-69,100,89,5000hz
3,-30,-45,85,89,5000hz
4,-33,-59,85,89,5000hz
5,0,0,80,89,5000hz
6,94,239,70,89,5000hz
7,5,22,70,89,5000hz
2,-30,-67,100,90,5000hz
3,-31,-46,85,90,5000hz
4,-24,-43,85,90,5000hz
5,1,2,80,90,5000hz
6,94,239,70,90,5000hz
7,7,31,70,90,5000hz
2,-24,-54,100,91,5000hz
3,-32,-48,85,91,5000hz
4,-29,-52,85,91,5000hz
5,3,6,80,91,5000hz
6,95,242,70,91,5000hz
7,7,31,70,91,5000hz
2,-26,-58,100,92,5000hz
3,-33,-49,85,92,5000hz
4,-26,-46,85,92,5000hz
5,1,2,80,92,5000hz
6,96,244,70,92,5000hz
7,9,40,70,92,5000hz
2,-27,-60,100,93,5000hz
3,-31,-46,85,93,5000hz
4,-24,-43,85,93,5000hz
5,-2,-4,80,93,5000hz
6,97,247,70,93,5000hz
7,3,13,70,93,5000hz
2,-28,-63,100,94,5000hz
3,-31,-46,85,94,5000hz
4,-24,-43,85,94,5000hz
5,1,2,80,94,5000hz
6,98,249,70,94,5000hz
7,5,22,70,94,5000hz
2,-27,-60,100,95,5000hz
3,-26,-39,85,95,5000hz
4,-28,-50,85,95,5000hz
5,2,4,80,95,5000hz
6,98,249,70,95,5000hz
7,6,27,70,95,5000hz
2,-31,-69,100,96,5000hz
3,-27,-40,85,96,5000hz
4,-30,-54,85,96,5000hz
5,4,8,80,96,5000hz
6,97,247,70,96,5000hz
7,3,13,70,96,5000hz
2,-29,-65,100,97,5000hz
3,-30,-45,85,97,5000hz
4,-25,-45,85,97,5000hz
5,2,4,80,97,5000hz
6,97,247,70,97,5000hz
7,5,22,70,97,5000hz
2,-35,-78,100,98,5000hz
3,-29,-43,85,98,5000hz
4,-28,-50,85,98,5000hz
5,-1,-2,80,98,5000hz
6,96,244,70,98,5000hz
7,4,18,70,98,5000hz
2,-31,-69,100,99,5000hz
3,-27,-40,85,99,5000hz
4,-21,-37,85,99,5000hz
5,-2,-4,80,99,5000hz
6,95,242,70,99,5000hz
7,3,13,70,99,5000hz
2,-28,-63,100,100,5000hz
3,-37,-55,85,100,5000hz
4,-23,-41,85,100,5000hz
5,-1,-2,80,100,5000hz
6,94,239,70,100,5000hz
7,4,18,70,100,5000hz
2,-30,-67,100,101,5000hz
3,-25,-37,85,101,5000hz
4,-31,-55,85,101,5000hz
5,-2,-4,80,101,5000hz
6,92,234,70,101,5000hz
7,4,18,70,101,5000hz
2,-44,-99,100,102,5000hz
3,-27,-40,85,102,5000hz
4,-20,-36,85,102,5000hz
5,-14,-29,80,102,5000hz
6,81,206,70,102,5000hz
7,5,22,70,102,5000hz
2,-33,-74,100,103,5000hz
3,-29,-43,85,103,5000hz
4,-24,-43,85,103,5000hz
5,-5,-10,80,103,5000hz
6,87,221,70,103,5000hz
7,5,22,70,103,5000hz
2,-26,-58,100,104,5000hz
3,-37,-55,85,104,5000hz
4,-26,-46,85,104,5000hz
5,1,2,80,104,5000hz
6,95,242,70,104,5000hz
7,5,22,70,104,5000hz
2,-32,-72,100,105,5000hz
3,-23,-34,85,105,5000hz
4,-22,-39,85,105,5000hz
5,-2,-4,80,105,5000hz
6,94,239,70,105,5000hz
7,4,18,70,105,5000hz
2,-27,-60,100,106,5000hz
3,-30,-45,85,106,5000hz
4,-33,-59,85,106,5000hz
5,-1,-2,80,106,5000hz
6,93,237,70,106,5000hz
7,6,27,70,106,5000hz
2,-22,-49,100,107,5000hz
3,-31,-46,85,107,5000hz
4,-28,-50,85,107,5000hz
5,-7,-14,80,107,5000hz
6,88,224,70,107,5000hz
7,5,22,70,107,5000hz
2,-29,-65,100,108,5000hz
3,-19,-28,85,108,5000hz
4,-29,-52,85,108,5000hz
5,-7,-14,80,108,5000hz
6,90,229,70,108,5000hz
7,3,13,70,108,5000hz
2,-34,-76,100,109,5000hz
3,-24,-36,85,109,5000hz
4,-26,-46,85,109,5000hz
5,-2,-4,80,109,5000hz
6,88,224,70,109,5000hz
7,3,13,70,109,5000hz
2,-29,-65,100,110,5000hz
3,-25,-37,85,110,5000hz
4,-24,-43,85,110,5000hz
5,-4,-8,80,110,5000hz
6,88,224,70,110,5000hz
7,3,13,70,110,5000hz
2,-25,-56,100,111,5000hz
3,-21,-31,85,111,5000hz
4,-18,-32,85,111,5000hz
5,-1,-2,80,111,5000hz
6,90,229,70,111,5000hz
7,4,18,70,111,5000hz
2,-33,-74,100,112,5000hz
3,-26,-39,85,112,5000hz
4,-28,-50,85,112,5000hz
5,-4,-8,80,112,5000hz
6,92,234,70,112,5000hz
7,2,9,70,112,5000hz
2,-31,-69,100,113,5000hz
3,-22,-33,85,113,5000hz
4,-19,-34,85,113,5000hz
5,3,6,80,113,5000hz
6,90,229,70,113,5000hz
7,4,18,70,113,5000hz
2,-37,-83,100,114,5000hz
3,-29,-43,85,114,5000hz
4,-28,-50,85,114,5000hz
5,-2,-4,80,114,5000hz
